id,question_stem,choices,answer_key,scientific_concept,raw_concept_output,free_form_analogy,is_defective,defect_reason,generation_status,teacher_model,domain,mmlu_subject,source_index
mmlu_0003_college_chemistry,"When the following equation is balanced, which of the following is true?
__ MnO4− + __ I− + __ H+ <-> __ Mn2+ + __ IO3− + __ H2O",A: The I− : IO3− ratio is 3:1. | B: The MnO4- : I- ratio is 6:5. | C: The MnO4- : Mn2+ ratio is 3:1. | D: The H+ : I− ratio is 2:1.,B,Redox Reaction Balancing,"{""key_scientific_concept"": ""Redox Reaction Balancing""}","Balancing a redox reaction is like running a **molecular bank transfer** between two rival banks—one that only gives away electrons (the *reducing agent*) and one that only accepts them (the *oxidizing agent*). The catch? The bank’s vault must always stay neutral, and every transfer must be perfectly accounted for.

Imagine you have two vaults: **Vault A** (the oxidizer) is full of gold coins (electrons) but has a strict rule: it can only accept coins in exact bundles of 5. **Vault B** (the reducer) is overflowing with coins and wants to donate them, but only in bundles of 3. If you just let them trade randomly, you’ll end up with leftover coins or a vault that’s overcharged—a chemical imbalance.

So, you act as the **accountant**. You find the *least common multiple* of 5 and 3, which is 15. You tell Vault A: “You must accept 3 bundles of 5 (15 coins).” Then you tell Vault B: “You must donate 5 bundles of 3 (15 coins).” Now the transfer is perfectly balanced—no coins created, no coins destroyed.

But there’s a second rule: the vaults are in different solvents (acidic or basic). You must add “water” or “protons” (like bank fees or service charges) to neutralize any leftover charge on each side of the ledger. Finally, you check the *total mass*—every atom must appear on both sides, just like every coin must be traceable.

When the books balance—same number of coins, same charge, same atoms—the reaction is complete. The two banks can now merge, and the energy released is the interest you collect.",False,,generated,deepseek-v4-flash,chemistry,college_chemistry,3
mmlu_0003_college_physics,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,A: a dye laser | B: a helium-neon laser | C: an excimer laser | D: a ruby laser,A,Tunable Laser Spectroscopy,"{""key_scientific_concept"": ""Tunable Laser Spectroscopy""}","Imagine you’re a detective trying to identify a single, specific voice in a crowded, noisy stadium. The crowd is a mixture of gases—carbon dioxide, water vapor, methane—all jumbled together. You can’t just listen to the whole roar; it’s a blur of sound.

Instead, you have a special radio with a **tunable dial**. As you slowly turn the dial, you scan through frequencies. Most of the time, you hear only static. But suddenly, at one precise frequency, you hear a clear, pure tone—a single voice cutting through the noise. That voice belongs to methane. You note the exact dial position. Then you turn the dial again, and at a different frequency, you hear another distinct voice—that’s water vapor.

**Tunable Laser Spectroscopy** works exactly like that radio, but with light instead of sound. Every gas molecule has a unique ""fingerprint""—it absorbs light only at very specific, razor-thin wavelengths (colors). A tunable laser acts as your ultra-precise dial, sweeping through a narrow range of infrared light.

As the laser beam passes through a gas sample, you measure how much light gets through. When the laser hits a wavelength that matches a molecule’s fingerprint, that molecule ""drinks"" the light, creating a dark dip in your signal. By seeing *which* wavelengths get absorbed and *how strongly*, you can identify exactly which gases are present and even count their concentration—down to parts per billion.

It’s the art of finding one whisper in a hurricane, simply by knowing the exact pitch of the whisper and turning your dial until you hear it.",False,,generated,deepseek-v4-flash,physics,college_physics,3
mmlu_0004_college_biology,Synthesis of an RNA/DNA hybrid from a single-stranded RNA template requires,A: a DNA or RNA primer and reverse transcriptase | B: a DNA or RNA primer and DNA polymerase | C: RNase only | D: reverse transcriptase only,A,Reverse Transcription,"{""key_scientific_concept"": ""Reverse Transcription""}","Reverse transcription is like a **librarian who secretly writes a novel from a movie**.

Imagine a library where all information is stored as books (DNA). Normally, to make a protein, a librarian copies a page from a book into a loose note (mRNA) to carry out into the world. That’s transcription.

Now, a special virus (like HIV) enters the library. It doesn’t read books. It only has a movie reel (its RNA genome). The virus’s goal is to sneak its story into the library’s permanent collection. But the library’s catalog only accepts books, not reels.

So, the virus brings its own **reverse librarian**—an enzyme called reverse transcriptase. This enzyme watches the movie reel and, working *backward* from the normal flow, writes it down as a brand-new book (DNA). It then slips this book onto the library shelf, where it becomes part of the permanent collection. From then on, the library’s normal machinery will copy that book, making more movie reels (viral RNA) and spreading the story.

The key twist: information normally flows from DNA → RNA → protein. Reverse transcription flips the first step, going RNA → DNA. It’s a renegade act—turning a temporary, disposable message into a permanent, integrated record. This is why HIV is so hard to cure: once the viral story is written into the host’s DNA, it’s part of the library forever.",False,,generated,deepseek-v4-flash,biology,college_biology,4
mmlu_0004_college_chemistry,The equation ΔH = ΔU + PΔV is applicable,A: always | B: only for constant pressure processes | C: only for constant temperature processes | D: only for constant volume processes,B,Enthalpy Definition,"{""key_scientific_concept"": ""Enthalpy Definition""}","Think of enthalpy as the **total ""emotional baggage"" of a system**—not just the energy it has inside, but also the energy it must ""pay"" to exist in its environment.

Imagine you’re moving into a new apartment. Your **internal energy** is the sum of all your belongings: furniture, clothes, books—everything you own. That’s the system’s internal energy (U). But to actually live in that apartment, you must pay rent and utilities—a cost imposed by the outside world (pressure and volume). The **rent** is the work the environment demands just to give you space (PV).

**Enthalpy (H)** is your **total budget**: the value of your belongings *plus* the rent you must pay to keep them in that space. Mathematically, H = U + PV.

Now, why does this matter? When you cook a meal (a chemical reaction), you care about the **net change** in your budget (ΔH). If the meal releases heat (exothermic), your total budget shrinks—you have less to spend. If it absorbs heat (endothermic), your budget grows.

The trick: You rarely measure the absolute value of your belongings (U) directly—it’s too hard. But you *can* measure the rent (PV) and the heat exchanged at constant pressure (like an open pot on a stove). So enthalpy lets you track energy changes without unpacking every box.

In short: **Enthalpy is the system’s total energy “price tag” including the cost of occupying space.** It’s the practical way to measure heat in everyday reactions—like checking your bank balance after rent, not just counting your furniture.",False,,generated,deepseek-v4-flash,chemistry,college_chemistry,4
mmlu_0004_college_physics,Excited states of the helium atom can be characterized as para- (antiparallel electron spins) and ortho- (parallel electron spins). The observation that an ortho- state has lower energy than the corresponding para- state can be understood in terms of which of the following?,A: The Heisenberg uncertainty principle | B: The Pauli exclusion principle | C: The Bohr model of the atom | D: Nuclear hyperfine coupling,B,Exchange Energy,"{""key_scientific_concept"": ""Exchange Energy""}","Imagine two magnets on a table. If you hold them close, they either snap together or push apart—no in-between. Now, imagine those magnets are **electrons** in an atom, and the table is their **orbital space**. 

Exchange energy is like a **secret handshake** between two identical electrons that are ""neighbors"" in the same orbital. They can't actually touch (they repel), but they *can* swap their positions instantly—like two dancers switching places in a mirror. This swap isn't physical; it's a quantum identity blur. Because they are indistinguishable, the universe can't tell if electron A is here and B is there, or B is here and A is there. 

That blurring—that constant, invisible swapping—**lowers the total energy of the system**. It's like two friends who, by holding hands and spinning, become more stable than if they stood apart. The more parallel their ""spins"" (like both spinning clockwise), the more they can swap, and the more energy they save. This saving is the ""exchange energy.""

It's not a force pushing or pulling. It's a **discount** the universe gives for allowing identical particles to share a quantum state in a coordinated way. This discount is why certain electron configurations (like half-filled shells in iron) are extra stable, and why ferromagnetism exists—the electrons ""choose"" to align their spins to maximize this energetic handshake, even if it costs a little repulsion. In short: exchange energy is the energetic reward for being quantumly indistinguishable and perfectly in sync.",False,,generated,deepseek-v4-flash,physics,college_physics,4
mmlu_0005_college_biology,"In order for the Hardy-Weinberg law to operate with respect to a population of organisms, each of the following conditions must be met EXCEPT:",A: Genes are exchanged with other populations. | B: Population size is large. | C: Natural selection does not take place. | D: Matings are random.,A,Hardy-Weinberg Equilibrium Conditions,"{""key_scientific_concept"": ""Hardy-Weinberg Equilibrium Conditions""}","Imagine a **giant, perfectly sealed glass jar** filled with **1,000 marbles**—500 red and 500 blue. This jar is your **gene pool**. The red and blue marbles are **alleles** (versions of a gene). The Hardy-Weinberg Equilibrium is the ""perfect, unchanging jar"" state—a mathematical baseline where the ratio of red to blue marbles stays exactly 50/50 forever, generation after generation.

To keep this jar perfectly stable, you must obey **five strict rules**:

1. **No leaks (No Migration):** You never add marbles from outside, and no marbles roll out. The jar is completely sealed.
2. **No shaking (No Mutation):** The jar sits perfectly still. No marble ever changes color (no new alleles appear).
3. **No picking (No Natural Selection):** You never reach in to remove a marble because you prefer red or blue. Every marble has an equal chance of being ""chosen"" to reproduce.
4. **No blindfolds (Random Mating):** When you pick two marbles to pair up, you do it with your eyes closed. You don't choose a red because it's next to a red, or a blue because it's prettier. Every marble has an equal chance of pairing with any other.
5. **No tiny samples (Infinite Population):** The jar is so huge that random chance (like accidentally spilling a few marbles) never changes the overall ratio. There is no genetic drift.

If you follow all five rules, the jar's contents never change. In reality, no real population follows all five—so the jar is always a little bit shaken, leaky, or picked over. That's why evolution happens. The Hardy-Weinberg Equilibrium is the ""perfect, impossible jar"" we use as a ruler to measure how much evolution is actually occurring.",False,,generated,deepseek-v4-flash,biology,college_biology,5
mmlu_0005_college_chemistry,Nitronyl nitroxides are stable radicals in which the unpaired electron is coupled to two equivalent nitrogen nuclei. How many lines will appear in the EPR spectrum of a solution of a rigid nitronyl nitroxide diradical with J << a?,A: 3 lines | B: 9 lines | C: 5 lines | D: 7 lines,B,EPR Hyperfine Splitting,"{""key_scientific_concept"": ""EPR Hyperfine Splitting""}","Imagine a crowded dance floor where every dancer is a tiny spinning top. Each top has a magnetic personality—it’s a tiny bar magnet. Now, a giant, slow-spinning magnet (the nucleus) stands in the center. As the little tops orbit, they feel the nucleus’s magnetic pull, which slightly nudges their spin axes.

Here’s the trick: The nucleus isn’t a smooth magnet. It has two moods—it can spin “up” or “down.” When it spins up, it gives the nearby tops a gentle extra push, making them wobble at a slightly higher energy. When it flips to spin down, it pulls them back, lowering their energy.

Now, you shine a strobe light (the microwave field) to make the tops flip their own spin direction. But because of the nucleus’s mood, the tops don’t all flip at the same strobe frequency. Those near an “up” nucleus need a slightly faster flash; those near a “down” nucleus need a slower one. Instead of one clean flash that flips everyone, you see two distinct flashes—two separate lines on your detector.

That’s EPR hyperfine splitting: the nucleus’s two possible spin states act like a fork, splitting one energy level into two closely spaced levels. The result is a doublet in the spectrum—a cosmic whisper that tells you the electron isn’t alone; it’s dancing with a nuclear partner, and their magnetic conversation leaves a fingerprint of two peaks instead of one.",False,,generated,deepseek-v4-flash,chemistry,college_chemistry,5
mmlu_0005_college_physics,Which of the following gives the total spin quantum number of the electrons in the ground state of neutral nitrogen (Z = 7)?,A: 1/2 | B: 1 | C: 3/2 | D: 5/2,C,Hund's Rule,"{""key_scientific_concept"": ""Hund's Rule""}","Imagine a school bus with four empty seats—each seat is an orbital, and each student is an electron. The bus driver (the nucleus) has a simple rule: *everyone gets a window seat before anyone has to share a row.* 

That’s Hund’s Rule. Electrons, like students, are grumpy about sitting next to someone else. They carry a negative charge, so they repel each other. The most comfortable arrangement is to spread out as much as possible, each in their own seat, all facing the same direction (same spin). Only when every seat in the bus is occupied by one student do they reluctantly double up, pairing in the same seat with opposite spins (one facing forward, one backward) to minimize the squabble.

Why does this matter? If you put two students in the same seat while an empty window seat is still available, they’d be cramped and unhappy—the bus would be in a higher-energy, unstable state. Nature prefers the lowest-energy, most stable configuration. So, electrons fill each orbital singly first, with parallel spins, before any pairing occurs.

This is why atoms like carbon have two unpaired electrons in their outer shell, not one pair and an empty orbital. That unpaired arrangement makes the atom more reactive and determines how it bonds with others. Hund’s Rule is simply the universe’s way of saying: *give everyone personal space first, then share—but only if you must.*",False,,generated,deepseek-v4-flash,physics,college_physics,5
mmlu_0006_college_biology,The Barr body found within female mammalian cells' nuclei is an example of,A: euchromatin | B: heterochromatin | C: a cistron | D: pseudogenes,B,X-Chromosome Inactivation,"{""key_scientific_concept"": ""X-Chromosome Inactivation""}","Imagine a large corporation with two identical master blueprint books, each containing the full instructions for every employee’s job. Every cell in a female mammal’s body receives both books—one from Mom, one from Dad. But if both books were read aloud simultaneously, the office would descend into chaos: double the protein orders, conflicting schedules, and toxic overload.

So, early in development, each cell’s manager (the cell) makes a crucial decision: it randomly picks one blueprint book—either Mom’s or Dad’s—and locks it in a fireproof safe, never to be opened again. This is **X-chromosome inactivation**. The chosen book is tightly coiled and silenced (the “Barr body”), while the other book remains active, providing all necessary instructions.

The twist? The choice is random and permanent for that cell and all its descendants. So, a female is a mosaic: some tissues use Mom’s book, others use Dad’s. This is why calico cats have orange and black patches—each patch is a clone of cells that silenced a different X chromosome.

Why do this? Because males have only one X (one book), females with two active X’s would produce double the proteins. Inactivation ensures both sexes have the same “dose” of X-linked genes—a process called dosage compensation. It’s a brilliant, irreversible editing trick, ensuring that despite having two copies, only one voice is heard in each cellular office.",False,,generated,deepseek-v4-flash,biology,college_biology,6
mmlu_0006_college_chemistry,Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,A: Neutrons | B: Alpha particles | C: Beta particles | D: X-rays,A,Neutron Capture,"{""key_scientific_concept"": ""Neutron Capture""}","In a bustling city, every building is an atom. Most buildings are sturdy and stable, with a fixed number of residents (protons) and a carefully balanced number of security guards (electrons) patrolling the perimeter. The heavy, immovable furniture inside—the sofas, safes, and grand pianos—are the neutrons. They add weight and structure but don’t affect the building’s address (its element).

Now, imagine a rogue neutron as a lost, uninvited delivery drone. It’s not charged, so it doesn’t trigger the building’s electronic security (electromagnetic force). It simply flies straight through the walls, unannounced.

Most of the time, the drone just passes through the empty hallways and out the other side. But sometimes, it bumps into a heavy sofa (a nucleus) and gets stuck. This is **neutron capture**.

The building now has an extra piece of furniture. It’s heavier, but the address hasn’t changed—it’s still the same element. However, the building is now *unstable*. The extra weight makes the floors creak and the walls groan. The building is now a radioactive isotope, desperate to return to a comfortable state.

To fix this, the building will eventually undergo a ""renovation""—it might kick out a small piece of debris (a beta particle) to convert a neutron into a proton, effectively changing its address into a new element. Or, it might simply split in two (fission) to relieve the pressure.

So, neutron capture is like a building accidentally absorbing a stray, uninvited drone, becoming heavier and unstable, and then having to remodel itself to survive.",False,,generated,deepseek-v4-flash,chemistry,college_chemistry,6
