id,question_stem,choices,answer_key,scientific_concept,raw_concept_output,free_form_analogy,is_defective,defect_reason,generation_status,teacher_model,domain,mmlu_subject,source_index,original_free_form_analogy,analogy_source_id,analogy_source_question_stem,analogy_source_domain,analogy_assignment_condition,analogy_shuffle_seed
mmlu_0026_college_physics,An astronomer observes a very small moon orbiting a planet and measures the moon’s minimum and maximum distances from the planet’s center and the moon’s maximum orbital speed. Which of the following CANNOT be calculated from these measurements?,A: Mass of the moon | B: Mass of the planet | C: Minimum speed of the moon | D: Period of the orbit,A,Orbital Mechanics,"{""key_scientific_concept"": ""Orbital Mechanics""}","Imagine a crowded dance floor where every dancer is a tiny spinning top. Each top has a magnetic personality—it’s a tiny bar magnet. Now, the DJ (the external magnetic field) makes everyone spin in a uniform direction, but each top also has its own internal rhythm.

Here’s the twist: some dancers are “paired” with a partner (the nucleus). This partner isn’t a top, but a heavy, slow-moving magnet. As the top spins, it feels a constant, gentle tug from its partner’s magnetic field—like a hand on the shoulder, nudging it slightly off its perfect spin.

Now, the DJ plays a specific frequency (microwave energy) to flip the tops’ spin direction. But because of that partner’s tug, the tops don’t all flip at the same “beat.” Some tops feel the partner’s magnet pointing *with* the DJ’s field, making the flip easier (lower energy). Others feel it pointing *against*, making the flip harder (higher energy).

So, instead of one clean “flip” signal, the dance floor shows **two distinct, closely spaced beats**—a split in the resonance. That’s the hyperfine splitting: the nucleus’s tiny magnetic whisper splits the electron’s single spin signal into a doublet. It’s like hearing a singer’s voice echo with a slight delay—two notes where you expected one, revealing the hidden partner’s presence. This split tells scientists exactly what kind of nucleus is nearby, and how it’s oriented—a microscopic fingerprint of the atomic dance.",False,,generated,deepseek-v4-flash,physics,college_physics,26,"Think of orbital mechanics as a **cosmic game of catch with a rubber band that never snaps**.

You are standing on a vast, flat field (space). Your friend (Earth) is a heavy bowling ball in the center. You have a small, fast marble (a satellite). The rubber band is gravity—invisible, but always pulling the marble toward the bowling ball.

Now, try to throw the marble *straight* at the ball. It hits. That’s a crash landing.

Try throwing it *gently* sideways. The rubber band pulls it in a curve, but it arcs down and hits the ground. That’s a suborbital hop.

Now, here’s the trick: throw the marble *very fast* sideways. As it flies forward, the rubber band pulls it down—but the ground (the curve of the Earth) falls away at the same rate. The marble keeps “falling” toward the ball, but it never gets closer because it’s also moving forward. It’s stuck in a perpetual, graceful fall. That’s an orbit.

The key is **speed, not height**. If you throw too slow, the rubber band wins and pulls you in. Too fast, and you stretch the band so hard it breaks—you fly off into deep space (escape velocity).

To change your orbit, you don’t steer like a car. You *pulse* the rubber band: a tiny tug forward (burn) stretches your path into a bigger ellipse; a tug backward shrinks it. You’re always falling, but you’ve learned to fall *around* the ball forever.

So, orbital mechanics is simply the art of throwing a marble so perfectly that it keeps missing the ground—forever.",mmlu_0098_college_chemistry,Predict the number of lines in the EPR spectrum of a solution of dimethylnitroxide (CH3)2NO• assuming the lines do not overlap.,chemistry,cross_domain_random_analogy,42
mmlu_0027_college_biology,"Cell motility, as viewed in a cultured fibroblast, encompasses all of the following EXCEPT",A: adhesion plaques | B: vinculin | C: clathrin | D: lamellipodia,C,Cell Motility Mechanisms,"{""key_scientific_concept"": ""Cell Motility Mechanisms""}","Imagine a choir singing in perfect unison. Each singer holds the exact same note—say, a pure middle C. To a listener, this sounds like a single, razor-thin tone. Now, imagine the choir director allows each singer to sing a slightly different pitch—some a hair sharp, some a hair flat, all clustered around middle C. The sound becomes a band of frequencies, a ""blur"" around the center note. The width of that blur is the **linewidth**.

In Nuclear Magnetic Resonance (NMR), the ""singers"" are atomic nuclei spinning in a magnetic field. They don't sing sound, but they emit radio waves at a specific frequency (the ""note"") when excited. The sharper the note, the more precise the information about the molecule's structure.

The **NMR linewidth relation** is about what makes the choir go flat. The most common culprit is **time**: if the singers only hold their note for a short time (like a quick ""ta"" instead of a long ""taaa""), the blur widens. In NMR, this is called **T₂ relaxation**—the faster the nuclei lose their synchronized spin (the shorter their ""singing time""), the broader the peak. Think of it as a trade-off: you can't have a precise pitch (narrow line) if you don't have enough time to measure it.

Other factors, like an uneven magnetic field (the choir members standing in a drafty hall), also widen the line. But the core relation is simple: **the shorter the lifetime of the signal, the broader the line**. A sharp line means long-lived, orderly spins; a broad line means quick, chaotic decay. That width is your window into molecular motion, size, and environment—a blur that tells a precise story.",False,,generated,deepseek-v4-flash,biology,college_biology,27,"Imagine a bustling city where every building is a living cell, and the streets are the spaces between them. To move around, the city’s residents—proteins and organelles—don’t have cars. Instead, they use three clever transport systems.

**First, think of a conveyor belt.** Inside the cell, protein “motors” (like kinesin) walk along long, rigid tracks called microtubules. These tracks are like the city’s subway lines, running from the center to the edges. The motors carry cargo—like mail bags—by taking tiny, stepping motions, fueled by energy coins (ATP). This is *intracellular transport*, moving things *within* the building.

**Second, imagine a crowd pushing through a narrow door.** For the whole cell to crawl forward (like a white blood cell chasing a germ), it uses *actin polymerization*. The cell’s front edge extends a thin, flat “foot” (lamellipodium) by rapidly adding new bricks (actin monomers) to a growing wall. This pushes the membrane outward, like a bulldozer shoving dirt. Then, the rear of the cell contracts, pulling the body forward. This is *crawling motility*.

**Third, picture a swimmer using a whip.** Some cells, like sperm, have a long, tail-like flagellum. It bends in a wave, powered by dynein motors sliding microtubules past each other—like a row of oarsmen pulling in sequence. This *whipping* motion propels the cell through liquid.

In all three, the secret is the same: tiny molecular motors convert chemical energy into mechanical force, turning the city’s static architecture into a dynamic, moving metropolis.",mmlu_0037_college_chemistry,"The T2 of an NMR line is 15 ms. Ignoring other sources of linebroadening, calculate its linewidth.",chemistry,cross_domain_random_analogy,42
mmlu_0027_college_chemistry,A single line is seen in the 31P spectrum of a solution of sodium phosphate. The 31P chemical shifts of H2PO4‾ and HPO42– are 3.42 ppm and 5.82 ppm respectively. What is the chemical shift when the pH of the solution equals the pKa of H2PO4‾?,A: 3.41 ppm | B: 3.98 ppm | C: 4.33 ppm | D: 4.62 ppm,D,Fast Exchange Weighted Average,"{""key_scientific_concept"": ""Fast Exchange Weighted Average""}","Imagine a bakery that makes a very special kind of layered pastry—not a flat croissant, but a perfectly stacked, three-dimensional spiral cake. The head baker, Mother Cell, has a strict rule: every time she divides a batch of dough, she must cut it at a precise, tilted angle, not straight down.

The first cut is easy. She slices the dough in half, but instead of a clean vertical line, she makes a diagonal cut, like a tilted coin. Now she has two half-balls of dough. But here’s the trick: she doesn’t just stack them. She places the top half on the bottom half, but rotated slightly—like turning a screw by a quarter turn. The next cut is also diagonal, but in the opposite direction, and the new top piece is again rotated, but now the other way.

As she repeats this process, each new layer of dough sits on the previous one at a slight angle, creating a beautiful, interlocking spiral pattern when you look at the pastry from above. The cells (the dough balls) don’t line up in neat rows; they nestle into the gaps of the layer below, like bricks in a curved wall. This is why the final cake has a distinct, helical twist—each cell knows its exact position relative to its neighbors, not just up-down, but left-right and front-back.

In biology, **spiral cleavage** is exactly this: an early embryo divides in a diagonal, alternating pattern, so each new cell sits in the spiral groove of its sister cells. This precise, tilted stacking creates a predictable body plan, seen in snails, worms, and many marine animals, ensuring that every organ ends up in the right place—just like the perfect layers of that spiral pastry.",False,,generated,deepseek-v4-flash,chemistry,college_chemistry,27,"Imagine a bustling **stock exchange floor** where traders are constantly shouting bids and offers for a single stock. Each trader has a different price in mind, and they trade at different volumes. The **""true"" value** of the stock isn't just the last trade—it's a moving, weighted blend of all recent trades, where bigger trades (more shares) count more than tiny ones.

Now, add a twist: some traders are **""fast""**—they update their prices every second, reacting to every rumor. Others are **""slow""**—they only change their price once a day.

The **Fast Exchange Weighted Average** is like a special ticker tape that recalculates the stock's average price *every second*, but it gives **extra weight to the fast traders' prices** because they reflect the most current information. However, it doesn't ignore the slow traders—it just weighs them less, like a distant echo.

So, if fast traders suddenly drop their price to $10 (because of a news flash), but slow traders still say $12, the average won't jump straight to $10. Instead, it will *lean* heavily toward $10, but the lingering $12 from the slow traders keeps it from crashing—say, settling at $10.40. A second later, as more fast traders confirm, the average creeps closer to $10.

The key is **speed-weighted relevance**: the average is a live, breathing number that prioritizes the most recent, rapidly-updating signals, while still acknowledging the slower, steadier baseline. It’s not just an average—it’s a *reactive* average that knows which voices are worth listening to *right now*.",mmlu_0010_college_biology,Cleavage symmetry arising from early cell divisions that occur at an oblique angle to the polar axis is known as,biology,cross_domain_random_analogy,42
mmlu_0027_college_physics,A rod measures 1.00 m in its rest system. How fast must an observer move parallel to the rod to measure its length to be 0.80 m?,A: 0.50c | B: 0.60c | C: 0.70c | D: 0.80c,B,Length Contraction,"{""key_scientific_concept"": ""Length Contraction""}","Imagine two neighboring countries, **Alpha** and **Beta**, each with its own border patrol, customs, and distinct national flags. You want to know if a specific ""peace treaty"" protein can make them merge into a single nation.

The **Cell Fusion Assay** is like a controlled diplomatic experiment. You first engineer Alpha’s cells to carry a red flag (a fluorescent protein) and Beta’s cells to carry a green flag. Then, you place them side-by-side in a petri dish—a neutral meeting ground.

Next, you introduce the ""treaty"" protein (the one you suspect causes fusion) onto the surface of Alpha’s cells. If the protein works, it acts like a charismatic ambassador. It binds to a receptor on Beta’s cell membrane, then pulls the two borders (lipid bilayers) together, zipping them open and merging their territories.

The proof of success? **The flags mix.** You see a single, larger cell glowing **yellow**—a blend of red and green. This yellow cell is the ""united nation."" If the protein fails, you see only separate red and green cells, meaning no fusion occurred.

This assay is a powerful border-control test. It tells you if a viral spike protein (like SARS-CoV-2’s) can force a merger, or if a drug blocks that merger. It’s a miniature, visual peace treaty—where the yellow glow is the handshake, and the absence of yellow is the failed summit.",False,,generated,deepseek-v4-flash,physics,college_physics,27,"Imagine a painter on a fast-moving train, painting a masterpiece on a long, horizontal canvas. To the painter, the canvas is a perfect 10 feet long. He carefully measures it with his brush, and that’s his reality.

Now, you are standing on the platform, watching the train zoom past. To you, the canvas isn’t 10 feet long. It looks squashed—like a slightly compressed accordion, maybe 8 feet. The faster the train goes, the more squashed it appears, until at near-light speed, it would look like a thin, flat line.

Here’s the twist: The painter isn’t lying, and neither are you. The canvas *is* 10 feet long for him, and it *is* 8 feet long for you. There is no ""true"" length. Length is not a fixed property of the object; it’s a relationship between the object and the observer’s motion.

This is Length Contraction. It’s not that the canvas is physically crushed or squeezed by air pressure. It’s that space itself is being measured differently by two people moving relative to each other. The painter’s ruler and your ruler are both correct, but they are measuring different slices of spacetime.

So, the next time you see a fast-moving object, remember: it’s not shrinking, it’s just being viewed from a different ""frame"" of the universe’s canvas. The universe is a strange, relative place, where even a simple length is a matter of perspective.",mmlu_0118_college_biology,Proteins were shown to move about in a plane of the plasma membrane when mouse cellsurface proteins and human cell-surface proteins were observed to integrate along a fused mouse-human cell plasma membrane. Which of the following cell culture techniques was most likely employed in order to yield these results?,biology,cross_domain_random_analogy,42
mmlu_0028_college_biology,"According to Hamilton’s rule, an altruistic trait can evolve if c < br, where c is the fitness cost of the altruistic behavior to the donor, b is the fitness benefit to the recipient, and r is the",A: coefficient of relatedness | B: frequency of the altruistic allele | C: inbreeding coefficient | D: rate of reciprocity,A,Hamilton's Rule,"{""key_scientific_concept"": ""Hamilton's Rule""}","Imagine a **dance floor** where the floor itself is a giant, invisible **magnetic field**—a grid of arrows pointing in one direction. The dancers are **electrons**, and they only move when the music (the **voltage**) tells them to.

Now, a **DJ** (the **magnet**) stands at the edge. The DJ doesn't touch the dancers, but he controls the **beat**—the strength and direction of the magnetic field.

**The Law** is simple: **The dancers only start moving when the DJ *changes* the beat.**

If the DJ keeps the music at a steady, constant volume and tempo, the dancers just stand still. No movement, no electricity. But the moment the DJ **cranks up the volume** (increases the field strength), or **switches the tempo** (moves the magnet closer or farther), or **flips the direction** of the beat (reverses the field), the dancers are startled into action. They shuffle, they spin, they flow—that flow is **electric current**.

The faster the DJ changes the beat, the more frantic the dancing. If he changes it slowly, the dancers barely shuffle. If he stops changing it entirely, they freeze.

Crucially, the dancers don't care about the *absolute* volume of the music—only about **how quickly it changes**. A deafening but perfectly steady beat produces zero dancing. A whisper that suddenly becomes a shout produces a burst of motion.

So, **Faraday's Law** is the rule that says: *A changing magnetic field creates an electric field (and thus a current), and the size of that current depends on how fast the magnetic field is changing—not on its strength.* The DJ's job is to keep the beat *changing*, and the dancers' job is to turn that change into motion.",False,,generated,deepseek-v4-flash,biology,college_biology,28,"Imagine you’re at a family reunion, and a distant cousin you barely know is drowning in the pool. You’re a strong swimmer, but the water is icy and risky. Do you jump in?

Hamilton’s Rule is the invisible calculator in your brain that answers this. It’s not about love or bravery—it’s about **genetic bookkeeping**. The rule says: *Help when the cost to you is less than the benefit to the other, multiplied by how closely related you are.*

Think of your genes as a **recipe book**. Your body is one copy of that book. Your sibling shares about half the same recipes; your cousin shares an eighth. When you help someone, you’re not just saving *their* book—you’re saving *copies of your own recipes* that live inside them.

Now, the pool scenario: Jumping in costs you, say, 10 “units” of risk (your life). Saving your cousin gives them 100 units of benefit (their life). But your cousin only shares 1/8 of your recipes. So the genetic payoff is 100 × 1/8 = 12.5 units. Since 12.5 > 10, the rule says: **Jump in.** Your genes will be better off in the next generation, even if you die, because your cousin carries enough of your genetic “flavor” to make the sacrifice worthwhile.

But if it were a stranger (relatedness = 0), the math is 100 × 0 = 0, which is less than 10. So you stay on the shore. No guilt—just arithmetic.

Hamilton’s Rule explains why bees die for their sisters, why parents sacrifice for kids, and why altruism exists in nature: it’s not kindness, it’s **gene survival through relatives**. The rule is nature’s way of saying, “Help your kin, because they are you, in a different cover.”",mmlu_0029_college_physics,"A magnetic field is directed perpendicular to the plane of a circular coil of area 0.2 m^2 and 250 turns. If the magnetic field is increased from 0.01 T to 0.06 T during a time interval of 0.25 s, the average induced EMF in the coil is",physics,cross_domain_random_analogy,42
mmlu_0028_college_chemistry,"For EDTA titrations, the analyte solution and the titrant solution are both buffered at the same pH for which of the following reasons?
I. The conditional formation constant is affected by pH.
II. The fraction of EDTA in the fully deprotonated Y4− form varies with pH.
III. When EDTA reacts to form a metal complex, H+ is a product in most cases.","A: I only | B: I and II only | C: I and III only | D: I, II, and III",D,EDTA Complexometric Titration pH,"{""key_scientific_concept"": ""EDTA Complexometric Titration pH""}","Gene flow is like a **library that shares books between its branches**.

Imagine a city with several library branches. Each branch starts with its own unique collection—some have more science fiction, others more history, or poetry. Over time, if each branch *only* borrowed and returned books to its own shelves, the collections would drift apart. One branch might become almost entirely romance novels, while another becomes a dense archive of ancient maps. They’d become distinct, specialized, and isolated.

Now, introduce a **bookmobile** that regularly travels between branches. It picks up a few popular titles from Branch A and drops them off at Branch B, then takes some of Branch B’s cookbooks to Branch C. This constant, small-scale exchange keeps the collections from becoming too different. A rare book that was only in Branch A now appears in Branch B, and a local favorite from Branch C shows up everywhere.

In biology, **gene flow** is that bookmobile. It’s the movement of genes (the “books”) from one population (the “branch”) to another, usually through migrating individuals or dispersing seeds and pollen. Without it, populations evolve into separate species—like the isolated library branches. With it, populations stay genetically similar, sharing new mutations and preventing extreme divergence. The bookmobile doesn’t erase local flavor, but it ensures that no branch becomes a completely foreign world. Gene flow is the gentle, constant mixing that keeps the whole system connected, flexible, and resilient.",False,,generated,deepseek-v4-flash,chemistry,college_chemistry,28,"Imagine you’re a master key maker trying to count exactly how many locks are in a giant warehouse. Each lock is a metal ion (like calcium or magnesium), and your master key is a chemical called EDTA. The trick? The key only works if the lock’s tumblers are in the right position—and that position depends entirely on the warehouse’s temperature, which we’ll call **pH**.

At a low pH (cold warehouse), the tumblers are stiff and twisted. Your EDTA key jiggles but won’t turn—it can’t grab the metal ion. So you add a buffer to raise the pH (warm the room). Now the tumblers align perfectly, and the EDTA key slides in, locking onto the metal ion one-to-one. That’s the titration: you drip EDTA from a burette until every lock is engaged.

But here’s the pH twist: if you make the warehouse too hot (very high pH), the metal ions themselves start to rust—they form hydroxides and precipitate out of solution, becoming invisible to your key. They’re no longer free locks; they’re stuck in a pile of sludge.

So the pH is like a Goldilocks thermostat. Too low, and the EDTA can’t bind (the reaction is incomplete). Too high, and the metal ions crash out (the analyte is lost). The perfect pH—often around 10 for calcium—keeps the locks free and the keys turning, so you can count every single one with precision. In short: pH controls the “handshake” between EDTA and the metal, ensuring the key fits without breaking the lock.",mmlu_0119_college_biology,Gene flow between populations results in,biology,cross_domain_random_analogy,42
mmlu_0028_college_physics,"A proton moves in the +z-direction after being accelerated from rest through a potential difference V. The proton then passes through a region with a uniform electric field E in the +x-direction and a uniform magnetic field B in the +y-direction, but the proton’s trajectory is not affected. If the experiment were repeated using a potential difference of 2V, the proton would then be",A: deflected in the +x-direction | B: deflected in the -x-direction | C: deflected in the +y-direction | D: deflected in the -y-direction,B,Lorentz Force Balance,"{""key_scientific_concept"": ""Lorentz Force Balance""}","Imagine a crowded dance floor where hundreds of dancers (electrons) are moving in synchronized circles. The DJ (a molecule’s nucleus) controls the music, but the dancers’ energy depends on their distance from the speakers. Now, a new dancer (an unpaired electron) steps onto the floor. This dancer is special—they spin wildly, creating a ripple that pushes nearby dancers slightly off-beat.

The Heller-McConnell Equation is like a rulebook for predicting **how much the special dancer’s spin will distort the rhythm of the dancers standing at different spots on the floor**. It says: the distortion (the ""hyperfine coupling constant"") isn’t just about how close you are to the special dancer. It’s about **how well your own dance step (your orbital shape) overlaps with the ripple’s direction**. 

Think of it like a wave in a stadium. If you’re in the row directly in front of the wave’s source, you feel a huge push. But if you’re in a row perpendicular to the wave’s motion, you barely feel it—even if you’re the same distance away. The equation calculates that ""push"" by multiplying two factors: the **density of the ripple** at your position (how strong the wave is there) and the **overlap integral** (how aligned your dance step is with the wave’s direction). 

In short, the Heller-McConnell Equation tells chemists: *It’s not just where you stand, but how you stand relative to the spin’s wave.* That’s why some protons in a molecule show huge magnetic signals while others, equally close, show almost none.",False,,generated,deepseek-v4-flash,physics,college_physics,28,"Imagine a rowdy tug-of-war game played on a frozen lake, but with a twist. The rope is a live electrical wire, and the two teams are invisible forces.

On one side, you have the **Electric Force**—a team of impatient, strong-armed players who yank the wire straight along its length. They want to push the wire forward, no matter what.

On the other side, you have the **Magnetic Force**—a team of slick, sideways-pulling players who can only push the wire perpendicular to both its direction and the direction of the ice’s hidden magnetic field (think of the field as a strong wind blowing across the lake). They can’t pull forward or backward; they can only shove the wire to the left or right.

Now, the wire itself is a heavy, stubborn log. It doesn’t move unless the net pull on it is strong enough to overcome its inertia.

**Lorentz Force Balance** is the moment when the two teams pull with exactly equal strength, but in opposite directions. The electric team yanks forward; the magnetic team shoves sideways. The wire doesn’t accelerate—it just sits there, vibrating slightly, perfectly balanced between the two invisible tugs.

If one team pulls harder, the wire lurches in that direction. But when they’re locked in equilibrium, the wire’s velocity stays constant. This balance is the secret behind devices like mass spectrometers and particle accelerators, where charged particles are steered precisely by tuning the electric and magnetic forces to cancel each other out—letting the particle glide straight through, like a calm log on a frozen lake, held in place by two perfectly matched, invisible teams.",mmlu_0012_college_chemistry,Estimate the β-hyperfine value for the cyclobutyl radical (C4H7•) assuming the radical is flat and the HCH angle is 115°.,chemistry,cross_domain_random_analogy,42
mmlu_0029_college_biology,Adaptations of plants to minimize water loss in environments with high temperatures include which of the following?,A: Numerous stomata | B: Thin cuticles | C: Spines instead of leaves | D: Large surface-to-volume ratios,C,Xerophyte Adaptations,"{""key_scientific_concept"": ""Xerophyte Adaptations""}","Imagine a **conveyor belt** moving at a steady speed inside a long, clear glass tube. You are standing at one end, rolling a marble along the top of the belt. The marble has its own rolling speed, but the belt is also moving forward. From your perspective, the marble’s total speed is simply its own speed **plus** the belt’s speed.

Now, imagine the belt is made of a strange, invisible material that *slightly* grips the marble—not enough to stop it, but enough to give it a tiny, extra push. This is exactly what happens to light in the Fizeau experiment.

Light always travels at a constant speed in a vacuum, but when it passes through a moving medium (like water or glass), the medium’s motion **drags** the light along with it. The water molecules act like the conveyor belt, and the light waves are the marble. The water’s flow adds a small fraction of its velocity to the light’s speed—not the full amount, because the light is also constantly bouncing between atoms, spending some time in the empty spaces between them.

This partial drag is called the **Fresnel drag coefficient**. It’s why light moving *with* a flowing liquid travels slightly faster than light moving *against* it. The effect is tiny, but measurable—and it was a crucial clue for Einstein, showing that the speed of light is not absolute, but depends on the motion of the medium through which it travels. The conveyor belt doesn’t just carry the marble; it *coaxes* it along, revealing the hidden link between light and matter.",False,,generated,deepseek-v4-flash,biology,college_biology,29,"**The Desert Banker**  
Imagine a bank in a scorching desert town where water is the only currency. Most plants are spendthrift tourists—they flash their leaves, guzzle water, and collapse by noon. But the xerophyte is a shrewd, ancient banker who has mastered three rules of survival.  

**Rule 1: Lock the Vault.**  
His vault (the plant’s stem or leaves) is wrapped in a thick, waxy skin—like a waterproof safe. This cuticle seals every crack, so not a single coin of water evaporates into the dry air. His pores (stomata) are tiny, sunken doors that open only at night, when the desert cools, to exchange gases without letting the day’s heat rob him.  

**Rule 2: Hoard in Secret.**  
He stores his wealth in a hidden basement—a succulent stem or fleshy leaves—swollen like a camel’s hump. This tissue is a sponge of mucilage, holding water for months. When rain finally comes, he drinks greedily, but he never flaunts it.  

**Rule 3: Shrink the Footprint.**  
He doesn’t waste money on a sprawling mansion. His leaves are reduced to spines (like a cactus) or rolled into tight cylinders, so less surface area means less theft by the sun. Some even bury themselves in sand, leaving only a flat, shadow-casting top.  

When drought drags on, he simply closes all doors, slows his metabolism to a crawl, and waits. He doesn’t fight the desert—he outlasts it. The tourist plants die in a week; the banker thrives for decades, proving that in a world of scarcity, the one who adapts to hoard, seal, and shrink is the true millionaire.",mmlu_0048_college_physics,A tube of water is traveling at 1/2 c relative to the lab frame when a beam of light traveling in the same direction as the tube enters it. What is the speed of light in the water relative to the lab frame? (The index of refraction of water is 4/3.),physics,cross_domain_random_analogy,42
mmlu_0029_college_chemistry,The Henry’s law constant for CO2 dissolved in water at 25°C is 30.0 atm M^−1. The concentration of dissolved CO2 in a vessel pressurized with 2.0 atm of CO2 is,A: 1.5 M | B: 0.15 M | C: 0.067 M | D: 0.015 M,C,Henry's Law,"{""key_scientific_concept"": ""Henry's Law""}","Imagine you are a lighthouse keeper on a rocky coast, and your only job is to count the flashes of a distant, ancient lighthouse. You cannot see the mechanism, only the beam. You sit for hours, clicking a tally counter.

Most hours, you count 3 or 4 flashes. Sometimes you get 7, which feels like a miracle. Occasionally, you get zero, and you worry the lamp has gone out. But over a year, you notice a steady average: 4 flashes per hour.

Here’s the strange part: the flashes are completely independent. The lamp doesn’t ""remember"" that it flashed a minute ago, and it doesn’t ""try"" to catch up after a quiet hour. Each moment has the same tiny, constant chance of a flash, whether it’s been dark for ten seconds or ten minutes.

This is Poisson Counting Statistics. It’s the mathematics of rare, independent events happening in a fixed interval. The ""average"" (4 per hour) is the only number you need. From that single average, the theory predicts the *entire* spread of outcomes: how often you’ll see 0, 1, 2, or 10 flashes. The magic is that the *variance* (how much the counts wobble) is exactly equal to the average. If the average is 4, the typical wobble is about 2 (the square root of 4).

So, when you see a radioactive sample, a photon detector, or a call center, and the counts are jumpy and unpredictable, don’t panic. You’re just watching the lighthouse—a perfectly random, memoryless rhythm where the only rule is that the average is the boss.",False,,generated,deepseek-v4-flash,chemistry,college_chemistry,29,"Imagine a crowded dance floor at a nightclub. The floor is a liquid (say, a soda), and the dancers are gas molecules (like carbon dioxide). The air above the floor is the atmosphere, and the DJ is the pressure.

**Henry’s Law** is about how many dancers the floor can hold. The rule is simple: **the harder the DJ cranks up the bass (pressure), the more dancers get pushed onto the floor.** If the DJ turns the music down (lower pressure), dancers start leaving the floor to go back to the balcony (the gas phase).

Now, here’s the twist: the floor has a **maximum capacity** that depends on the *type* of floor. A sticky, syrup-like floor (a liquid with high solubility) can hold many dancers. A slippery, waxed floor (low solubility) can only hold a few, no matter how loud the bass is.

So, Henry’s Law says: **The amount of gas dissolved in a liquid is directly proportional to the partial pressure of that gas above the liquid, *as long as the temperature stays constant*.** The proportionality constant is like the floor’s ""stickiness"" – it’s unique for each gas-liquid pair.

**Real-world example:** When you crack open a soda, you release the pressure (the DJ turns down the bass). Suddenly, the floor can’t hold all the CO₂ dancers, so they rush out as bubbles. If you leave it open, the soda goes flat – the floor is now at equilibrium with the room’s low pressure. Conversely, a sealed bottle under high pressure keeps the gas dissolved until you pop the cap. That’s Henry’s Law in a nutshell: pressure is the bouncer, and solubility is the floor’s capacity.",mmlu_0035_college_physics,"A student makes 10 one-second measurements of the disintegration of a sample of a long-lived radioactive isotope and obtains the following values: 3, 0, 2, 1, 2, 4, 0, 1, 2, 5. How long should the student count to establish the rate to an uncertainty of 1 percent?",physics,cross_domain_random_analogy,42
mmlu_0029_college_physics,"A magnetic field is directed perpendicular to the plane of a circular coil of area 0.2 m^2 and 250 turns. If the magnetic field is increased from 0.01 T to 0.06 T during a time interval of 0.25 s, the average induced EMF in the coil is",A: 0.04 V | B: 0.1 V | C: 2.5 V | D: 10 V,D,Faraday's Law of Induction,"{""key_scientific_concept"": ""Faraday's Law of Induction""}","Imagine a **castle’s water supply system** evolving over centuries.

**The earliest fish** were like a castle with a simple moat—gills absorbed oxygen directly from water, but only while submerged. When droughts hit, the moat dried up, and the castle suffocated.

**The first lungfish** were like a castle that dug a **well** in the courtyard. This well (a primitive lung) could store a small, precious reserve of air. It wasn’t efficient—just a damp, sac-like pocket—but it let the castle survive a dry season by gulping surface air. The well was a backup, not the main supply.

**Amphibians** then built a **hand-pump** (a simple, sac-like lung with a few internal folds). They could pump air in and out, but the pump was weak—they still needed their skin (the moat) to stay moist for extra oxygen. They couldn’t live far from water.

**Reptiles** upgraded to a **bellows system** with a rib cage. This was a true, multi-chambered lung with many folds (like a sponge), vastly increasing surface area. Now the castle could pump air actively, without needing the moat at all. It could march inland, lay eggs on dry land, and conquer the desert.

**Mammals and birds** perfected the bellows into a **double-action pump**. Mammals added a diaphragm (a powerful piston) for rapid, efficient ventilation. Birds went further, building a **one-way flow-through system** with air sacs acting as bellows that pull air through the lung in a continuous loop—like a conveyor belt of oxygen—allowing flight at high altitudes.

So, lung evolution is the castle’s journey from a passive moat to a high-pressure, self-contained, and ultimately **portable** air supply—freeing the castle from the water’s edge forever.",False,,generated,deepseek-v4-flash,physics,college_physics,29,"Imagine a **dance floor** where the floor itself is a giant, invisible **magnetic field**—a grid of arrows pointing in one direction. The dancers are **electrons**, and they only move when the music (the **voltage**) tells them to.

Now, a **DJ** (the **magnet**) stands at the edge. The DJ doesn't touch the dancers, but he controls the **beat**—the strength and direction of the magnetic field.

**The Law** is simple: **The dancers only start moving when the DJ *changes* the beat.**

If the DJ keeps the music at a steady, constant volume and tempo, the dancers just stand still. No movement, no electricity. But the moment the DJ **cranks up the volume** (increases the field strength), or **switches the tempo** (moves the magnet closer or farther), or **flips the direction** of the beat (reverses the field), the dancers are startled into action. They shuffle, they spin, they flow—that flow is **electric current**.

The faster the DJ changes the beat, the more frantic the dancing. If he changes it slowly, the dancers barely shuffle. If he stops changing it entirely, they freeze.

Crucially, the dancers don't care about the *absolute* volume of the music—only about **how quickly it changes**. A deafening but perfectly steady beat produces zero dancing. A whisper that suddenly becomes a shout produces a burst of motion.

So, **Faraday's Law** is the rule that says: *A changing magnetic field creates an electric field (and thus a current), and the size of that current depends on how fast the magnetic field is changing—not on its strength.* The DJ's job is to keep the beat *changing*, and the dancers' job is to turn that change into motion.",mmlu_0058_college_biology,The first groups of animals to develop lung tissue adequate to support their respiratory requirements without the use of supplementary gas exchange organs were the,biology,cross_domain_random_analogy,42
